Year,d14CO2
-21825,520.35
-21824,520.28
-21823,520.21
-21822,520.14
-21821,520.07
-21820,520
-21819,519.94
-21818,519.88
-21817,519.82
-21816,519.76
-21815,519.7
-21814,519.64
-21813,519.58
-21812,519.52
-21811,519.46
-21810,519.4
-21809,519.35
-21808,519.3
-21807,519.25
-21806,519.2
-21805,519.15
-21804,519.1
-21803,519.05
-21802,519
-21801,518.95
-21800,518.9
-21799,518.85
-21798,518.8
-21797,518.75
-21796,518.7
-21795,518.65
-21794,518.6
-21793,518.55
-21792,518.5
-21791,518.45
-21790,518.4
-21789,518.33
-21788,518.26
-21787,518.19
-21786,518.12
-21785,518.05
-21784,517.98
-21783,517.91
-21782,517.84
-21781,517.77
-21780,517.7
-21779,517.65
-21778,517.6
-21777,517.55
-21776,517.5
-21775,517.45
-21774,517.4
-21773,517.35
-21772,517.3
-21771,517.25
-21770,517.2
-21769,517.17
-21768,517.14
-21767,517.11
-21766,517.08
-21765,517.05
-21764,517.02
-21763,516.99
-21762,516.96
-21761,516.93
-21760,516.9
-21759,516.87
-21758,516.84
-21757,516.81
-21756,516.78
-21755,516.75
-21754,516.72
-21753,516.69
-21752,516.66
-21751,516.63
-21750,516.6
-21749,516.56
-21748,516.52
-21747,516.48
-21746,516.44
-21745,516.4
-21744,516.36
-21743,516.32
-21742,516.28
-21741,516.24
-21740,516.2
-21739,516.17
-21738,516.14
-21737,516.11
-21736,516.08
-21735,516.05
-21734,516.02
-21733,515.99
-21732,515.96
-21731,515.93
-21730,515.9
-21729,515.89
-21728,515.88
-21727,515.87
-21726,515.86
-21725,515.85
-21724,515.84
-21723,515.83
-21722,515.82
-21721,515.81
-21720,515.8
-21719,515.78
-21718,515.76
-21717,515.74
-21716,515.72
-21715,515.7
-21714,515.68
-21713,515.66
-21712,515.64
-21711,515.62
-21710,515.6
-21709,515.59
-21708,515.58
-21707,515.57
-21706,515.56
-21705,515.55
-21704,515.54
-21703,515.53
-21702,515.52
-21701,515.51
-21700,515.5
-21699,515.49
-21698,515.48
-21697,515.47
-21696,515.46
-21695,515.45
-21694,515.44
-21693,515.43
-21692,515.42
-21691,515.41
-21690,515.4
-21689,515.4
-21688,515.4
-21687,515.4
-21686,515.4
-21685,515.4
-21684,515.4
-21683,515.4
-21682,515.4
-21681,515.4
-21680,515.4
-21679,515.39
-21678,515.38
-21677,515.37
-21676,515.36
-21675,515.35
-21674,515.34
-21673,515.33
-21672,515.32
-21671,515.31
-21670,515.3
-21669,515.28
-21668,515.26
-21667,515.24
-21666,515.22
-21665,515.2
-21664,515.18
-21663,515.16
-21662,515.14
-21661,515.12
-21660,515.1
-21659,515.11
-21658,515.12
-21657,515.13
-21656,515.14
-21655,515.15
-21654,515.16
-21653,515.17
-21652,515.18
-21651,515.19
-21650,515.2
-21649,515.19
-21648,515.18
-21647,515.17
-21646,515.16
-21645,515.15
-21644,515.14
-21643,515.13
-21642,515.12
-21641,515.11
-21640,515.1
-21639,515.1
-21638,515.1
-21637,515.1
-21636,515.1
-21635,515.1
-21634,515.1
-21633,515.1
-21632,515.1
-21631,515.1
-21630,515.1
-21629,515.11
-21628,515.12
-21627,515.13
-21626,515.14
-21625,515.15
-21624,515.16
-21623,515.17
-21622,515.18
-21621,515.19
-21620,515.2
-21619,515.2
-21618,515.2
-21617,515.2
-21616,515.2
-21615,515.2
-21614,515.2
-21613,515.2
-21612,515.2
-21611,515.2
-21610,515.2
-21609,515.21
-21608,515.22
-21607,515.23
-21606,515.24
-21605,515.25
-21604,515.26
-21603,515.27
-21602,515.28
-21601,515.29
-21600,515.3
-21599,515.3
-21598,515.3
-21597,515.3
-21596,515.3
-21595,515.3
-21594,515.3
-21593,515.3
-21592,515.3
-21591,515.3
-21590,515.3
-21589,515.33
-21588,515.36
-21587,515.39
-21586,515.42
-21585,515.45
-21584,515.48
-21583,515.51
-21582,515.54
-21581,515.57
-21580,515.6
-21579,515.6
-21578,515.6
-21577,515.6
-21576,515.6
-21575,515.6
-21574,515.6
-21573,515.6
-21572,515.6
-21571,515.6
-21570,515.6
-21569,515.61
-21568,515.62
-21567,515.63
-21566,515.64
-21565,515.65
-21564,515.66
-21563,515.67
-21562,515.68
-21561,515.69
-21560,515.7
-21559,515.7
-21558,515.7
-21557,515.7
-21556,515.7
-21555,515.7
-21554,515.7
-21553,515.7
-21552,515.7
-21551,515.7
-21550,515.7
-21549,515.73
-21548,515.76
-21547,515.79
-21546,515.82
-21545,515.85
-21544,515.88
-21543,515.91
-21542,515.94
-21541,515.97
-21540,516
-21539,516
-21538,516
-21537,516
-21536,516
-21535,516
-21534,516
-21533,516
-21532,516
-21531,516
-21530,516
-21529,516.01
-21528,516.02
-21527,516.03
-21526,516.04
-21525,516.05
-21524,516.06
-21523,516.07
-21522,516.08
-21521,516.09
-21520,516.1
-21519,516.1
-21518,516.1
-21517,516.1
-21516,516.1
-21515,516.1
-21514,516.1
-21513,516.1
-21512,516.1
-21511,516.1
-21510,516.1
-21509,516.13
-21508,516.16
-21507,516.19
-21506,516.22
-21505,516.25
-21504,516.28
-21503,516.31
-21502,516.34
-21501,516.37
-21500,516.4
-21499,516.4
-21498,516.4
-21497,516.4
-21496,516.4
-21495,516.4
-21494,516.4
-21493,516.4
-21492,516.4
-21491,516.4
-21490,516.4
-21489,516.39
-21488,516.38
-21487,516.37
-21486,516.36
-21485,516.35
-21484,516.34
-21483,516.33
-21482,516.32
-21481,516.31
-21480,516.3
-21479,516.31
-21478,516.32
-21477,516.33
-21476,516.34
-21475,516.35
-21474,516.36
-21473,516.37
-21472,516.38
-21471,516.39
-21470,516.4
-21469,516.4
-21468,516.4
-21467,516.4
-21466,516.4
-21465,516.4
-21464,516.4
-21463,516.4
-21462,516.4
-21461,516.4
-21460,516.4
-21459,516.39
-21458,516.38
-21457,516.37
-21456,516.36
-21455,516.35
-21454,516.34
-21453,516.33
-21452,516.32
-21451,516.31
-21450,516.3
-21449,516.28
-21448,516.26
-21447,516.24
-21446,516.22
-21445,516.2
-21444,516.18
-21443,516.16
-21442,516.14
-21441,516.12
-21440,516.1
-21439,516.07
-21438,516.04
-21437,516.01
-21436,515.98
-21435,515.95
-21434,515.92
-21433,515.89
-21432,515.86
-21431,515.83
-21430,515.8
-21429,515.79
-21428,515.78
-21427,515.77
-21426,515.76
-21425,515.75
-21424,515.74
-21423,515.73
-21422,515.72
-21421,515.71
-21420,515.7
-21419,515.66
-21418,515.62
-21417,515.58
-21416,515.54
-21415,515.5
-21414,515.46
-21413,515.42
-21412,515.38
-21411,515.34
-21410,515.3
-21409,515.25
-21408,515.2
-21407,515.15
-21406,515.1
-21405,515.05
-21404,515
-21403,514.95
-21402,514.9
-21401,514.85
-21400,514.8
-21399,514.77
-21398,514.74
-21397,514.71
-21396,514.68
-21395,514.65
-21394,514.62
-21393,514.59
-21392,514.56
-21391,514.53
-21390,514.5
-21389,514.45
-21388,514.4
-21387,514.35
-21386,514.3
-21385,514.25
-21384,514.2
-21383,514.15
-21382,514.1
-21381,514.05
-21380,514
-21379,513.93
-21378,513.86
-21377,513.79
-21376,513.72
-21375,513.65
-21374,513.58
-21373,513.51
-21372,513.44
-21371,513.37
-21370,513.3
-21369,513.23
-21368,513.16
-21367,513.09
-21366,513.02
-21365,512.95
-21364,512.88
-21363,512.81
-21362,512.74
-21361,512.67
-21360,512.6
-21359,512.51
-21358,512.42
-21357,512.33
-21356,512.24
-21355,512.15
-21354,512.06
-21353,511.97
-21352,511.88
-21351,511.79
-21350,511.7
-21349,511.61
-21348,511.52
-21347,511.43
-21346,511.34
-21345,511.25
-21344,511.16
-21343,511.07
-21342,510.98
-21341,510.89
-21340,510.8
-21339,510.7
-21338,510.6
-21337,510.5
-21336,510.4
-21335,510.3
-21334,510.2
-21333,510.1
-21332,510
-21331,509.9
-21330,509.8
-21329,509.71
-21328,509.62
-21327,509.53
-21326,509.44
-21325,509.35
-21324,509.26
-21323,509.17
-21322,509.08
-21321,508.99
-21320,508.9
-21319,508.77
-21318,508.64
-21317,508.51
-21316,508.38
-21315,508.25
-21314,508.12
-21313,507.99
-21312,507.86
-21311,507.73
-21310,507.6
-21309,507.49
-21308,507.38
-21307,507.27
-21306,507.16
-21305,507.05
-21304,506.94
-21303,506.83
-21302,506.72
-21301,506.61
-21300,506.5
-21299,506.4
-21298,506.3
-21297,506.2
-21296,506.1
-21295,506
-21294,505.9
-21293,505.8
-21292,505.7
-21291,505.6
-21290,505.5
-21289,505.39
-21288,505.28
-21287,505.17
-21286,505.06
-21285,504.95
-21284,504.84
-21283,504.73
-21282,504.62
-21281,504.51
-21280,504.4
-21279,504.27
-21278,504.14
-21277,504.01
-21276,503.88
-21275,503.75
-21274,503.62
-21273,503.49
-21272,503.36
-21271,503.23
-21270,503.1
-21269,503
-21268,502.9
-21267,502.8
-21266,502.7
-21265,502.6
-21264,502.5
-21263,502.4
-21262,502.3
-21261,502.2
-21260,502.1
-21259,501.99
-21258,501.88
-21257,501.77
-21256,501.66
-21255,501.55
-21254,501.44
-21253,501.33
-21252,501.22
-21251,501.11
-21250,501
-21249,500.91
-21248,500.82
-21247,500.73
-21246,500.64
-21245,500.55
-21244,500.46
-21243,500.37
-21242,500.28
-21241,500.19
-21240,500.1
-21239,500.01
-21238,499.92
-21237,499.83
-21236,499.74
-21235,499.65
-21234,499.56
-21233,499.47
-21232,499.38
-21231,499.29
-21230,499.2
-21229,499.13
-21228,499.06
-21227,498.99
-21226,498.92
-21225,498.85
-21224,498.78
-21223,498.71
-21222,498.64
-21221,498.57
-21220,498.5
-21219,498.43
-21218,498.36
-21217,498.29
-21216,498.22
-21215,498.15
-21214,498.08
-21213,498.01
-21212,497.94
-21211,497.87
-21210,497.8
-21209,497.73
-21208,497.66
-21207,497.59
-21206,497.52
-21205,497.45
-21204,497.38
-21203,497.31
-21202,497.24
-21201,497.17
-21200,497.1
-21199,497.07
-21198,497.04
-21197,497.01
-21196,496.98
-21195,496.95
-21194,496.92
-21193,496.89
-21192,496.86
-21191,496.83
-21190,496.8
-21189,496.75
-21188,496.7
-21187,496.65
-21186,496.6
-21185,496.55
-21184,496.5
-21183,496.45
-21182,496.4
-21181,496.35
-21180,496.3
-21179,496.29
-21178,496.28
-21177,496.27
-21176,496.26
-21175,496.25
-21174,496.24
-21173,496.23
-21172,496.22
-21171,496.21
-21170,496.2
-21169,496.17
-21168,496.14
-21167,496.11
-21166,496.08
-21165,496.05
-21164,496.02
-21163,495.99
-21162,495.96
-21161,495.93
-21160,495.9
-21159,495.88
-21158,495.86
-21157,495.84
-21156,495.82
-21155,495.8
-21154,495.78
-21153,495.76
-21152,495.74
-21151,495.72
-21150,495.7
-21149,495.69
-21148,495.68
-21147,495.67
-21146,495.66
-21145,495.65
-21144,495.64
-21143,495.63
-21142,495.62
-21141,495.61
-21140,495.6
-21139,495.61
-21138,495.62
-21137,495.63
-21136,495.64
-21135,495.65
-21134,495.66
-21133,495.67
-21132,495.68
-21131,495.69
-21130,495.7
-21129,495.68
-21128,495.66
-21127,495.64
-21126,495.62
-21125,495.6
-21124,495.58
-21123,495.56
-21122,495.54
-21121,495.52
-21120,495.5
-21119,495.49
-21118,495.48
-21117,495.47
-21116,495.46
-21115,495.45
-21114,495.44
-21113,495.43
-21112,495.42
-21111,495.41
-21110,495.4
-21109,495.4
-21108,495.4
-21107,495.4
-21106,495.4
-21105,495.4
-21104,495.4
-21103,495.4
-21102,495.4
-21101,495.4
-21100,495.4
-21099,495.41
-21098,495.42
-21097,495.43
-21096,495.44
-21095,495.45
-21094,495.46
-21093,495.47
-21092,495.48
-21091,495.49
-21090,495.5
-21089,495.5
-21088,495.5
-21087,495.5
-21086,495.5
-21085,495.5
-21084,495.5
-21083,495.5
-21082,495.5
-21081,495.5
-21080,495.5
-21079,495.53
-21078,495.56
-21077,495.59
-21076,495.62
-21075,495.65
-21074,495.68
-21073,495.71
-21072,495.74
-21071,495.77
-21070,495.8
-21069,495.82
-21068,495.84
-21067,495.86
-21066,495.88
-21065,495.9
-21064,495.92
-21063,495.94
-21062,495.96
-21061,495.98
-21060,496
-21059,496.01
-21058,496.02
-21057,496.03
-21056,496.04
-21055,496.05
-21054,496.06
-21053,496.07
-21052,496.08
-21051,496.09
-21050,496.1
-21049,496.12
-21048,496.14
-21047,496.16
-21046,496.18
-21045,496.2
-21044,496.22
-21043,496.24
-21042,496.26
-21041,496.28
-21040,496.3
-21039,496.33
-21038,496.36
-21037,496.39
-21036,496.42
-21035,496.45
-21034,496.48
-21033,496.51
-21032,496.54
-21031,496.57
-21030,496.6
-21029,496.62
-21028,496.64
-21027,496.66
-21026,496.68
-21025,496.7
-21024,496.72
-21023,496.74
-21022,496.76
-21021,496.78
-21020,496.8
-21019,496.8
-21018,496.8
-21017,496.8
-21016,496.8
-21015,496.8
-21014,496.8
-21013,496.8
-21012,496.8
-21011,496.8
-21010,496.8
-21009,496.83
-21008,496.86
-21007,496.89
-21006,496.92
-21005,496.95
-21004,496.98
-21003,497.01
-21002,497.04
-21001,497.07
-21000,497.1
-20999,497.12
-20998,497.14
-20997,497.16
-20996,497.18
-20995,497.2
-20994,497.22
-20993,497.24
-20992,497.26
-20991,497.28
-20990,497.3
-20989,497.31
-20988,497.32
-20987,497.33
-20986,497.34
-20985,497.35
-20984,497.36
-20983,497.37
-20982,497.38
-20981,497.39
-20980,497.4
-20979,497.42
-20978,497.44
-20977,497.46
-20976,497.48
-20975,497.5
-20974,497.52
-20973,497.54
-20972,497.56
-20971,497.58
-20970,497.6
-20969,497.61
-20968,497.62
-20967,497.63
-20966,497.64
-20965,497.65
-20964,497.66
-20963,497.67
-20962,497.68
-20961,497.69
-20960,497.7
-20959,497.72
-20958,497.74
-20957,497.76
-20956,497.78
-20955,497.8
-20954,497.82
-20953,497.84
-20952,497.86
-20951,497.88
-20950,497.9
-20949,497.91
-20948,497.92
-20947,497.93
-20946,497.94
-20945,497.95
-20944,497.96
-20943,497.97
-20942,497.98
-20941,497.99
-20940,498
-20939,498
-20938,498
-20937,498
-20936,498
-20935,498
-20934,498
-20933,498
-20932,498
-20931,498
-20930,498
-20929,497.99
-20928,497.98
-20927,497.97
-20926,497.96
-20925,497.95
-20924,497.94
-20923,497.93
-20922,497.92
-20921,497.91
-20920,497.9
-20919,497.88
-20918,497.86
-20917,497.84
-20916,497.82
-20915,497.8
-20914,497.78
-20913,497.76
-20912,497.74
-20911,497.72
-20910,497.7
-20909,497.69
-20908,497.68
-20907,497.67
-20906,497.66
-20905,497.65
-20904,497.64
-20903,497.63
-20902,497.62
-20901,497.61
-20900,497.6
-20899,497.57
-20898,497.54
-20897,497.51
-20896,497.48
-20895,497.45
-20894,497.42
-20893,497.39
-20892,497.36
-20891,497.33
-20890,497.3
-20889,497.27
-20888,497.24
-20887,497.21
-20886,497.18
-20885,497.15
-20884,497.12
-20883,497.09
-20882,497.06
-20881,497.03
-20880,497
-20879,496.95
-20878,496.9
-20877,496.85
-20876,496.8
-20875,496.75
-20874,496.7
-20873,496.65
-20872,496.6
-20871,496.55
-20870,496.5
-20869,496.46
-20868,496.42
-20867,496.38
-20866,496.34
-20865,496.3
-20864,496.26
-20863,496.22
-20862,496.18
-20861,496.14
-20860,496.1
-20859,496.05
-20858,496
-20857,495.95
-20856,495.9
-20855,495.85
-20854,495.8
-20853,495.75
-20852,495.7
-20851,495.65
-20850,495.6
-20849,495.53
-20848,495.46
-20847,495.39
-20846,495.32
-20845,495.25
-20844,495.18
-20843,495.11
-20842,495.04
-20841,494.97
-20840,494.9
-20839,494.85
-20838,494.8
-20837,494.75
-20836,494.7
-20835,494.65
-20834,494.6
-20833,494.55
-20832,494.5
-20831,494.45
-20830,494.4
-20829,494.33
-20828,494.26
-20827,494.19
-20826,494.12
-20825,494.05
-20824,493.98
-20823,493.91
-20822,493.84
-20821,493.77
-20820,493.7
-20819,493.65
-20818,493.6
-20817,493.55
-20816,493.5
-20815,493.45
-20814,493.4
-20813,493.35
-20812,493.3
-20811,493.25
-20810,493.2
-20809,493.14
-20808,493.08
-20807,493.02
-20806,492.96
-20805,492.9
-20804,492.84
-20803,492.78
-20802,492.72
-20801,492.66
-20800,492.6
-20799,492.53
-20798,492.46
-20797,492.39
-20796,492.32
-20795,492.25
-20794,492.18
-20793,492.11
-20792,492.04
-20791,491.97
-20790,491.9
-20789,491.83
-20788,491.76
-20787,491.69
-20786,491.62
-20785,491.55
-20784,491.48
-20783,491.41
-20782,491.34
-20781,491.27
-20780,491.2
-20779,491.13
-20778,491.06
-20777,490.99
-20776,490.92
-20775,490.85
-20774,490.78
-20773,490.71
-20772,490.64
-20771,490.57
-20770,490.5
-20769,490.43
-20768,490.36
-20767,490.29
-20766,490.22
-20765,490.15
-20764,490.08
-20763,490.01
-20762,489.94
-20761,489.87
-20760,489.8
-20759,489.73
-20758,489.66
-20757,489.59
-20756,489.52
-20755,489.45
-20754,489.38
-20753,489.31
-20752,489.24
-20751,489.17
-20750,489.1
-20749,489.03
-20748,488.96
-20747,488.89
-20746,488.82
-20745,488.75
-20744,488.68
-20743,488.61
-20742,488.54
-20741,488.47
-20740,488.4
-20739,488.35
-20738,488.3
-20737,488.25
-20736,488.2
-20735,488.15
-20734,488.1
-20733,488.05
-20732,488
-20731,487.95
-20730,487.9
-20729,487.83
-20728,487.76
-20727,487.69
-20726,487.62
-20725,487.55
-20724,487.48
-20723,487.41
-20722,487.34
-20721,487.27
-20720,487.2
-20719,487.15
-20718,487.1
-20717,487.05
-20716,487
-20715,486.95
-20714,486.9
-20713,486.85
-20712,486.8
-20711,486.75
-20710,486.7
-20709,486.65
-20708,486.6
-20707,486.55
-20706,486.5
-20705,486.45
-20704,486.4
-20703,486.35
-20702,486.3
-20701,486.25
-20700,486.2
-20699,486.15
-20698,486.1
-20697,486.05
-20696,486
-20695,485.95
-20694,485.9
-20693,485.85
-20692,485.8
-20691,485.75
-20690,485.7
-20689,485.65
-20688,485.6
-20687,485.55
-20686,485.5
-20685,485.45
-20684,485.4
-20683,485.35
-20682,485.3
-20681,485.25
-20680,485.2
-20679,485.15
-20678,485.1
-20677,485.05
-20676,485
-20675,484.95
-20674,484.9
-20673,484.85
-20672,484.8
-20671,484.75
-20670,484.7
-20669,484.67
-20668,484.64
-20667,484.61
-20666,484.58
-20665,484.55
-20664,484.52
-20663,484.49
-20662,484.46
-20661,484.43
-20660,484.4
-20659,484.37
-20658,484.34
-20657,484.31
-20656,484.28
-20655,484.25
-20654,484.22
-20653,484.19
-20652,484.16
-20651,484.13
-20650,484.1
-20649,484.07
-20648,484.04
-20647,484.01
-20646,483.98
-20645,483.95
-20644,483.92
-20643,483.89
-20642,483.86
-20641,483.83
-20640,483.8
-20639,483.76
-20638,483.72
-20637,483.68
-20636,483.64
-20635,483.6
-20634,483.56
-20633,483.52
-20632,483.48
-20631,483.44
-20630,483.4
-20629,483.41
-20628,483.42
-20627,483.43
-20626,483.44
-20625,483.45
-20624,483.46
-20623,483.47
-20622,483.48
-20621,483.49
-20620,483.5
-20619,483.49
-20618,483.48
-20617,483.47
-20616,483.46
-20615,483.45
-20614,483.44
-20613,483.43
-20612,483.42
-20611,483.41
-20610,483.4
-20609,483.42
-20608,483.44
-20607,483.46
-20606,483.48
-20605,483.5
-20604,483.52
-20603,483.54
-20602,483.56
-20601,483.58
-20600,483.6
-20599,483.62
-20598,483.64
-20597,483.66
-20596,483.68
-20595,483.7
-20594,483.72
-20593,483.74
-20592,483.76
-20591,483.78
-20590,483.8
-20589,483.85
-20588,483.9
-20587,483.95
-20586,484
-20585,484.05
-20584,484.1
-20583,484.15
-20582,484.2
-20581,484.25
-20580,484.3
-20579,484.36
-20578,484.42
-20577,484.48
-20576,484.54
-20575,484.6
-20574,484.66
-20573,484.72
-20572,484.78
-20571,484.84
-20570,484.9
-20569,484.98
-20568,485.06
-20567,485.14
-20566,485.22
-20565,485.3
-20564,485.38
-20563,485.46
-20562,485.54
-20561,485.62
-20560,485.7
-20559,485.77
-20558,485.84
-20557,485.91
-20556,485.98
-20555,486.05
-20554,486.12
-20553,486.19
-20552,486.26
-20551,486.33
-20550,486.4
-20549,486.52
-20548,486.64
-20547,486.76
-20546,486.88
-20545,487
-20544,487.12
-20543,487.24
-20542,487.36
-20541,487.48
-20540,487.6
-20539,487.72
-20538,487.84
-20537,487.96
-20536,488.08
-20535,488.2
-20534,488.32
-20533,488.44
-20532,488.56
-20531,488.68
-20530,488.8
-20529,488.93
-20528,489.06
-20527,489.19
-20526,489.32
-20525,489.45
-20524,489.58
-20523,489.71
-20522,489.84
-20521,489.97
-20520,490.1
-20519,490.26
-20518,490.42
-20517,490.58
-20516,490.74
-20515,490.9
-20514,491.06
-20513,491.22
-20512,491.38
-20511,491.54
-20510,491.7
-20509,491.83
-20508,491.96
-20507,492.09
-20506,492.22
-20505,492.35
-20504,492.48
-20503,492.61
-20502,492.74
-20501,492.87
-20500,493
-20499,493.17
-20498,493.34
-20497,493.51
-20496,493.68
-20495,493.85
-20494,494.02
-20493,494.19
-20492,494.36
-20491,494.53
-20490,494.7
-20489,494.86
-20488,495.02
-20487,495.18
-20486,495.34
-20485,495.5
-20484,495.66
-20483,495.82
-20482,495.98
-20481,496.14
-20480,496.3
-20479,496.45
-20478,496.6
-20477,496.75
-20476,496.9
-20475,497.05
-20474,497.2
-20473,497.35
-20472,497.5
-20471,497.65
-20470,497.8
-20469,497.96
-20468,498.12
-20467,498.28
-20466,498.44
-20465,498.6
-20464,498.76
-20463,498.92
-20462,499.08
-20461,499.24
-20460,499.4
-20459,499.55
-20458,499.7
-20457,499.85
-20456,500
-20455,500.15
-20454,500.3
-20453,500.45
-20452,500.6
-20451,500.75
-20450,500.9
-20449,501.06
-20448,501.22
-20447,501.38
-20446,501.54
-20445,501.7
-20444,501.86
-20443,502.02
-20442,502.18
-20441,502.34
-20440,502.5
-20439,502.63
-20438,502.76
-20437,502.89
-20436,503.02
-20435,503.15
-20434,503.28
-20433,503.41
-20432,503.54
-20431,503.67
-20430,503.8
-20429,503.9
-20428,504
-20427,504.1
-20426,504.2
-20425,504.3
-20424,504.4
-20423,504.5
-20422,504.6
-20421,504.7
-20420,504.8
-20419,504.9
-20418,505
-20417,505.1
-20416,505.2
-20415,505.3
-20414,505.4
-20413,505.5
-20412,505.6
-20411,505.7
-20410,505.8
-20409,505.88
-20408,505.96
-20407,506.04
-20406,506.12
-20405,506.2
-20404,506.28
-20403,506.36
-20402,506.44
-20401,506.52
-20400,506.6
-20399,506.66
-20398,506.72
-20397,506.78
-20396,506.84
-20395,506.9
-20394,506.96
-20393,507.02
-20392,507.08
-20391,507.14
-20390,507.2
-20389,507.25
-20388,507.3
-20387,507.35
-20386,507.4
-20385,507.45
-20384,507.5
-20383,507.55
-20382,507.6
-20381,507.65
-20380,507.7
-20379,507.72
-20378,507.74
-20377,507.76
-20376,507.78
-20375,507.8
-20374,507.82
-20373,507.84
-20372,507.86
-20371,507.88
-20370,507.9
-20369,507.9
-20368,507.9
-20367,507.9
-20366,507.9
-20365,507.9
-20364,507.9
-20363,507.9
-20362,507.9
-20361,507.9
-20360,507.9
-20359,507.93
-20358,507.96
-20357,507.99
-20356,508.02
-20355,508.05
-20354,508.08
-20353,508.11
-20352,508.14
-20351,508.17
-20350,508.2
-20349,508.2
-20348,508.2
-20347,508.2
-20346,508.2
-20345,508.2
-20344,508.2
-20343,508.2
-20342,508.2
-20341,508.2
-20340,508.2
-20339,508.19
-20338,508.18
-20337,508.17
-20336,508.16
-20335,508.15
-20334,508.14
-20333,508.13
-20332,508.12
-20331,508.11
-20330,508.1
-20329,508.09
-20328,508.08
-20327,508.07
-20326,508.06
-20325,508.05
-20324,508.04
-20323,508.03
-20322,508.02
-20321,508.01
-20320,508
-20319,507.97
-20318,507.94
-20317,507.91
-20316,507.88
-20315,507.85
-20314,507.82
-20313,507.79
-20312,507.76
-20311,507.73
-20310,507.7
-20309,507.66
-20308,507.62
-20307,507.58
-20306,507.54
-20305,507.5
-20304,507.46
-20303,507.42
-20302,507.38
-20301,507.34
-20300,507.3
-20299,507.27
-20298,507.24
-20297,507.21
-20296,507.18
-20295,507.15
-20294,507.12
-20293,507.09
-20292,507.06
-20291,507.03
-20290,507
-20289,506.95
-20288,506.9
-20287,506.85
-20286,506.8
-20285,506.75
-20284,506.7
-20283,506.65
-20282,506.6
-20281,506.55
-20280,506.5
-20279,506.45
-20278,506.4
-20277,506.35
-20276,506.3
-20275,506.25
-20274,506.2
-20273,506.15
-20272,506.1
-20271,506.05
-20270,506
-20269,505.95
-20268,505.9
-20267,505.85
-20266,505.8
-20265,505.75
-20264,505.7
-20263,505.65
-20262,505.6
-20261,505.55
-20260,505.5
-20259,505.45
-20258,505.4
-20257,505.35
-20256,505.3
-20255,505.25
-20254,505.2
-20253,505.15
-20252,505.1
-20251,505.05
-20250,505
-20249,504.93
-20248,504.86
-20247,504.79
-20246,504.72
-20245,504.65
-20244,504.58
-20243,504.51
-20242,504.44
-20241,504.37
-20240,504.3
-20239,504.23
-20238,504.16
-20237,504.09
-20236,504.02
-20235,503.95
-20234,503.88
-20233,503.81
-20232,503.74
-20231,503.67
-20230,503.6
-20229,503.53
-20228,503.46
-20227,503.39
-20226,503.32
-20225,503.25
-20224,503.18
-20223,503.11
-20222,503.04
-20221,502.97
-20220,502.9
-20219,502.83
-20218,502.76
-20217,502.69
-20216,502.62
-20215,502.55
-20214,502.48
-20213,502.41
-20212,502.34
-20211,502.27
-20210,502.2
-20209,502.13
-20208,502.06
-20207,501.99
-20206,501.92
-20205,501.85
-20204,501.78
-20203,501.71
-20202,501.64
-20201,501.57
-20200,501.5
-20199,501.43
-20198,501.36
-20197,501.29
-20196,501.22
-20195,501.15
-20194,501.08
-20193,501.01
-20192,500.94
-20191,500.87
-20190,500.8
-20189,500.71
-20188,500.62
-20187,500.53
-20186,500.44
-20185,500.35
-20184,500.26
-20183,500.17
-20182,500.08
-20181,499.99
-20180,499.9
-20179,499.81
-20178,499.72
-20177,499.63
-20176,499.54
-20175,499.45
-20174,499.36
-20173,499.27
-20172,499.18
-20171,499.09
-20170,499
-20169,498.9
-20168,498.8
-20167,498.7
-20166,498.6
-20165,498.5
-20164,498.4
-20163,498.3
-20162,498.2
-20161,498.1
-20160,498
-20159,497.89
-20158,497.78
-20157,497.67
-20156,497.56
-20155,497.45
-20154,497.34
-20153,497.23
-20152,497.12
-20151,497.01
-20150,496.9
-20149,496.79
-20148,496.68
-20147,496.57
-20146,496.46
-20145,496.35
-20144,496.24
-20143,496.13
-20142,496.02
-20141,495.91
-20140,495.8
-20139,495.68
-20138,495.56
-20137,495.44
-20136,495.32
-20135,495.2
-20134,495.08
-20133,494.96
-20132,494.84
-20131,494.72
-20130,494.6
-20129,494.47
-20128,494.34
-20127,494.21
-20126,494.08
-20125,493.95
-20124,493.82
-20123,493.69
-20122,493.56
-20121,493.43
-20120,493.3
-20119,493.2
-20118,493.1
-20117,493
-20116,492.9
-20115,492.8
-20114,492.7
-20113,492.6
-20112,492.5
-20111,492.4
-20110,492.3
-20109,492.17
-20108,492.04
-20107,491.91
-20106,491.78
-20105,491.65
-20104,491.52
-20103,491.39
-20102,491.26
-20101,491.13
-20100,491
-20099,490.9
-20098,490.8
-20097,490.7
-20096,490.6
-20095,490.5
-20094,490.4
-20093,490.3
-20092,490.2
-20091,490.1
-20090,490
-20089,489.89
-20088,489.78
-20087,489.67
-20086,489.56
-20085,489.45
-20084,489.34
-20083,489.23
-20082,489.12
-20081,489.01
-20080,488.9
-20079,488.81
-20078,488.72
-20077,488.63
-20076,488.54
-20075,488.45
-20074,488.36
-20073,488.27
-20072,488.18
-20071,488.09
-20070,488
-20069,487.93
-20068,487.86
-20067,487.79
-20066,487.72
-20065,487.65
-20064,487.58
