Year,d14CO2
-48050,312.8
-48049,312.805
-48048,312.81
-48047,312.815
-48046,312.82
-48045,312.825
-48044,312.83
-48043,312.835
-48042,312.84
-48041,312.845
-48040,312.85
-48039,312.855
-48038,312.86
-48037,312.865
-48036,312.87
-48035,312.875
-48034,312.88
-48033,312.885
-48032,312.89
-48031,312.895
-48030,312.9
-48029,312.895
-48028,312.89
-48027,312.885
-48026,312.88
-48025,312.875
-48024,312.87
-48023,312.865
-48022,312.86
-48021,312.855
-48020,312.85
-48019,312.845
-48018,312.84
-48017,312.835
-48016,312.83
-48015,312.825
-48014,312.82
-48013,312.815
-48012,312.81
-48011,312.805
-48010,312.8
-48009,312.795
-48008,312.79
-48007,312.785
-48006,312.78
-48005,312.775
-48004,312.77
-48003,312.765
-48002,312.76
-48001,312.755
-48000,312.75
-47999,312.745
-47998,312.74
-47997,312.735
-47996,312.73
-47995,312.725
-47994,312.72
-47993,312.715
-47992,312.71
-47991,312.705
-47990,312.7
-47989,312.695
-47988,312.69
-47987,312.685
-47986,312.68
-47985,312.675
-47984,312.67
-47983,312.665
-47982,312.66
-47981,312.655
-47980,312.65
-47979,312.645
-47978,312.64
-47977,312.635
-47976,312.63
-47975,312.625
-47974,312.62
-47973,312.615
-47972,312.61
-47971,312.605
-47970,312.6
-47969,312.6
-47968,312.6
-47967,312.6
-47966,312.6
-47965,312.6
-47964,312.6
-47963,312.6
-47962,312.6
-47961,312.6
-47960,312.6
-47959,312.6
-47958,312.6
-47957,312.6
-47956,312.6
-47955,312.6
-47954,312.6
-47953,312.6
-47952,312.6
-47951,312.6
-47950,312.6
-47949,312.595
-47948,312.59
-47947,312.585
-47946,312.58
-47945,312.575
-47944,312.57
-47943,312.565
-47942,312.56
-47941,312.555
-47940,312.55
-47939,312.545
-47938,312.54
-47937,312.535
-47936,312.53
-47935,312.525
-47934,312.52
-47933,312.515
-47932,312.51
-47931,312.505
-47930,312.5
-47929,312.495
-47928,312.49
-47927,312.485
-47926,312.48
-47925,312.475
-47924,312.47
-47923,312.465
-47922,312.46
-47921,312.455
-47920,312.45
-47919,312.445
-47918,312.44
-47917,312.435
-47916,312.43
-47915,312.425
-47914,312.42
-47913,312.415
-47912,312.41
-47911,312.405
-47910,312.4
-47909,312.39
-47908,312.38
-47907,312.37
-47906,312.36
-47905,312.35
-47904,312.34
-47903,312.33
-47902,312.32
-47901,312.31
-47900,312.3
-47899,312.29
-47898,312.28
-47897,312.27
-47896,312.26
-47895,312.25
-47894,312.24
-47893,312.23
-47892,312.22
-47891,312.21
-47890,312.2
-47889,312.195
-47888,312.19
-47887,312.185
-47886,312.18
-47885,312.175
-47884,312.17
-47883,312.165
-47882,312.16
-47881,312.155
-47880,312.15
-47879,312.145
-47878,312.14
-47877,312.135
-47876,312.13
-47875,312.125
-47874,312.12
-47873,312.115
-47872,312.11
-47871,312.105
-47870,312.1
-47869,312.1
-47868,312.1
-47867,312.1
-47866,312.1
-47865,312.1
-47864,312.1
-47863,312.1
-47862,312.1
-47861,312.1
-47860,312.1
-47859,312.1
-47858,312.1
-47857,312.1
-47856,312.1
-47855,312.1
-47854,312.1
-47853,312.1
-47852,312.1
-47851,312.1
-47850,312.1
-47849,312.085
-47848,312.07
-47847,312.055
-47846,312.04
-47845,312.025
-47844,312.01
-47843,311.995
-47842,311.98
-47841,311.965
-47840,311.95
-47839,311.935
-47838,311.92
-47837,311.905
-47836,311.89
-47835,311.875
-47834,311.86
-47833,311.845
-47832,311.83
-47831,311.815
-47830,311.8
-47829,311.79
-47828,311.78
-47827,311.77
-47826,311.76
-47825,311.75
-47824,311.74
-47823,311.73
-47822,311.72
-47821,311.71
-47820,311.7
-47819,311.69
-47818,311.68
-47817,311.67
-47816,311.66
-47815,311.65
-47814,311.64
-47813,311.63
-47812,311.62
-47811,311.61
-47810,311.6
-47809,311.595
-47808,311.59
-47807,311.585
-47806,311.58
-47805,311.575
-47804,311.57
-47803,311.565
-47802,311.56
-47801,311.555
-47800,311.55
-47799,311.545
-47798,311.54
-47797,311.535
-47796,311.53
-47795,311.525
-47794,311.52
-47793,311.515
-47792,311.51
-47791,311.505
-47790,311.5
-47789,311.49
-47788,311.48
-47787,311.47
-47786,311.46
-47785,311.45
-47784,311.44
-47783,311.43
-47782,311.42
-47781,311.41
-47780,311.4
-47779,311.39
-47778,311.38
-47777,311.37
-47776,311.36
-47775,311.35
-47774,311.34
-47773,311.33
-47772,311.32
-47771,311.31
-47770,311.3
-47769,311.285
-47768,311.27
-47767,311.255
-47766,311.24
-47765,311.225
-47764,311.21
-47763,311.195
-47762,311.18
-47761,311.165
-47760,311.15
-47759,311.135
-47758,311.12
-47757,311.105
-47756,311.09
-47755,311.075
-47754,311.06
-47753,311.045
-47752,311.03
-47751,311.015
-47750,311
-47749,310.99
-47748,310.98
-47747,310.97
-47746,310.96
-47745,310.95
-47744,310.94
-47743,310.93
-47742,310.92
-47741,310.91
-47740,310.9
-47739,310.89
-47738,310.88
-47737,310.87
-47736,310.86
-47735,310.85
-47734,310.84
-47733,310.83
-47732,310.82
-47731,310.81
-47730,310.8
-47729,310.79
-47728,310.78
-47727,310.77
-47726,310.76
-47725,310.75
-47724,310.74
-47723,310.73
-47722,310.72
-47721,310.71
-47720,310.7
-47719,310.69
-47718,310.68
-47717,310.67
-47716,310.66
-47715,310.65
-47714,310.64
-47713,310.63
-47712,310.62
-47711,310.61
-47710,310.6
-47709,310.58
-47708,310.56
-47707,310.54
-47706,310.52
-47705,310.5
-47704,310.48
-47703,310.46
-47702,310.44
-47701,310.42
-47700,310.4
-47699,310.38
-47698,310.36
-47697,310.34
-47696,310.32
-47695,310.3
-47694,310.28
-47693,310.26
-47692,310.24
-47691,310.22
-47690,310.2
-47689,310.19
-47688,310.18
-47687,310.17
-47686,310.16
-47685,310.15
-47684,310.14
-47683,310.13
-47682,310.12
-47681,310.11
-47680,310.1
-47679,310.09
-47678,310.08
-47677,310.07
-47676,310.06
-47675,310.05
-47674,310.04
-47673,310.03
-47672,310.02
-47671,310.01
-47670,310
-47669,309.985
-47668,309.97
-47667,309.955
-47666,309.94
-47665,309.925
-47664,309.91
-47663,309.895
-47662,309.88
-47661,309.865
-47660,309.85
-47659,309.835
-47658,309.82
-47657,309.805
-47656,309.79
-47655,309.775
-47654,309.76
-47653,309.745
-47652,309.73
-47651,309.715
-47650,309.7
-47649,309.69
-47648,309.68
-47647,309.67
-47646,309.66
-47645,309.65
-47644,309.64
-47643,309.63
-47642,309.62
-47641,309.61
-47640,309.6
-47639,309.59
-47638,309.58
-47637,309.57
-47636,309.56
-47635,309.55
-47634,309.54
-47633,309.53
-47632,309.52
-47631,309.51
-47630,309.5
-47629,309.485
-47628,309.47
-47627,309.455
-47626,309.44
-47625,309.425
-47624,309.41
-47623,309.395
-47622,309.38
-47621,309.365
-47620,309.35
-47619,309.335
-47618,309.32
-47617,309.305
-47616,309.29
-47615,309.275
-47614,309.26
-47613,309.245
-47612,309.23
-47611,309.215
-47610,309.2
-47609,309.185
-47608,309.17
-47607,309.155
-47606,309.14
-47605,309.125
-47604,309.11
-47603,309.095
-47602,309.08
-47601,309.065
-47600,309.05
-47599,309.035
-47598,309.02
-47597,309.005
-47596,308.99
-47595,308.975
-47594,308.96
-47593,308.945
-47592,308.93
-47591,308.915
-47590,308.9
-47589,308.885
-47588,308.87
-47587,308.855
-47586,308.84
-47585,308.825
-47584,308.81
-47583,308.795
-47582,308.78
-47581,308.765
-47580,308.75
-47579,308.735
-47578,308.72
-47577,308.705
-47576,308.69
-47575,308.675
-47574,308.66
-47573,308.645
-47572,308.63
-47571,308.615
-47570,308.6
-47569,308.59
-47568,308.58
-47567,308.57
-47566,308.56
-47565,308.55
-47564,308.54
-47563,308.53
-47562,308.52
-47561,308.51
-47560,308.5
-47559,308.49
-47558,308.48
-47557,308.47
-47556,308.46
-47555,308.45
-47554,308.44
-47553,308.43
-47552,308.42
-47551,308.41
-47550,308.4
-47549,308.39
-47548,308.38
-47547,308.37
-47546,308.36
-47545,308.35
-47544,308.34
-47543,308.33
-47542,308.32
-47541,308.31
-47540,308.3
-47539,308.29
-47538,308.28
-47537,308.27
-47536,308.26
-47535,308.25
-47534,308.24
-47533,308.23
-47532,308.22
-47531,308.21
-47530,308.2
-47529,308.185
-47528,308.17
-47527,308.155
-47526,308.14
-47525,308.125
-47524,308.11
-47523,308.095
-47522,308.08
-47521,308.065
-47520,308.05
-47519,308.035
-47518,308.02
-47517,308.005
-47516,307.99
-47515,307.975
-47514,307.96
-47513,307.945
-47512,307.93
-47511,307.915
-47510,307.9
-47509,307.88
-47508,307.86
-47507,307.84
-47506,307.82
-47505,307.8
-47504,307.78
-47503,307.76
-47502,307.74
-47501,307.72
-47500,307.7
-47499,307.68
-47498,307.66
-47497,307.64
-47496,307.62
-47495,307.6
-47494,307.58
-47493,307.56
-47492,307.54
-47491,307.52
-47490,307.5
-47489,307.49
-47488,307.48
-47487,307.47
-47486,307.46
-47485,307.45
-47484,307.44
-47483,307.43
-47482,307.42
-47481,307.41
-47480,307.4
-47479,307.39
-47478,307.38
-47477,307.37
-47476,307.36
-47475,307.35
-47474,307.34
-47473,307.33
-47472,307.32
-47471,307.31
-47470,307.3
-47469,307.29
-47468,307.28
-47467,307.27
-47466,307.26
-47465,307.25
-47464,307.24
-47463,307.23
-47462,307.22
-47461,307.21
-47460,307.2
-47459,307.19
-47458,307.18
-47457,307.17
-47456,307.16
-47455,307.15
-47454,307.14
-47453,307.13
-47452,307.12
-47451,307.11
-47450,307.1
-47449,307.08
-47448,307.06
-47447,307.04
-47446,307.02
-47445,307
-47444,306.98
-47443,306.96
-47442,306.94
-47441,306.92
-47440,306.9
-47439,306.88
-47438,306.86
-47437,306.84
-47436,306.82
-47435,306.8
-47434,306.78
-47433,306.76
-47432,306.74
-47431,306.72
-47430,306.7
-47429,306.68
-47428,306.66
-47427,306.64
-47426,306.62
-47425,306.6
-47424,306.58
-47423,306.56
-47422,306.54
-47421,306.52
-47420,306.5
-47419,306.48
-47418,306.46
-47417,306.44
-47416,306.42
-47415,306.4
-47414,306.38
-47413,306.36
-47412,306.34
-47411,306.32
-47410,306.3
-47409,306.285
-47408,306.27
-47407,306.255
-47406,306.24
-47405,306.225
-47404,306.21
-47403,306.195
-47402,306.18
-47401,306.165
-47400,306.15
-47399,306.135
-47398,306.12
-47397,306.105
-47396,306.09
-47395,306.075
-47394,306.06
-47393,306.045
-47392,306.03
-47391,306.015
-47390,306
-47389,305.98
-47388,305.96
-47387,305.94
-47386,305.92
-47385,305.9
-47384,305.88
-47383,305.86
-47382,305.84
-47381,305.82
-47380,305.8
-47379,305.78
-47378,305.76
-47377,305.74
-47376,305.72
-47375,305.7
-47374,305.68
-47373,305.66
-47372,305.64
-47371,305.62
-47370,305.6
-47369,305.59
-47368,305.58
-47367,305.57
-47366,305.56
-47365,305.55
-47364,305.54
-47363,305.53
-47362,305.52
-47361,305.51
-47360,305.5
-47359,305.49
-47358,305.48
-47357,305.47
-47356,305.46
-47355,305.45
-47354,305.44
-47353,305.43
-47352,305.42
-47351,305.41
-47350,305.4
-47349,305.38
-47348,305.36
-47347,305.34
-47346,305.32
-47345,305.3
-47344,305.28
-47343,305.26
-47342,305.24
-47341,305.22
-47340,305.2
-47339,305.18
-47338,305.16
-47337,305.14
-47336,305.12
-47335,305.1
-47334,305.08
-47333,305.06
-47332,305.04
-47331,305.02
-47330,305
-47329,304.98
-47328,304.96
-47327,304.94
-47326,304.92
-47325,304.9
-47324,304.88
-47323,304.86
-47322,304.84
-47321,304.82
-47320,304.8
-47319,304.78
-47318,304.76
-47317,304.74
-47316,304.72
-47315,304.7
-47314,304.68
-47313,304.66
-47312,304.64
-47311,304.62
-47310,304.6
-47309,304.58
-47308,304.56
-47307,304.54
-47306,304.52
-47305,304.5
-47304,304.48
-47303,304.46
-47302,304.44
-47301,304.42
-47300,304.4
-47299,304.38
-47298,304.36
-47297,304.34
-47296,304.32
-47295,304.3
-47294,304.28
-47293,304.26
-47292,304.24
-47291,304.22
-47290,304.2
-47289,304.18
-47288,304.16
-47287,304.14
-47286,304.12
-47285,304.1
-47284,304.08
-47283,304.06
-47282,304.04
-47281,304.02
-47280,304
-47279,303.98
-47278,303.96
-47277,303.94
-47276,303.92
-47275,303.9
-47274,303.88
-47273,303.86
-47272,303.84
-47271,303.82
-47270,303.8
-47269,303.78
-47268,303.76
-47267,303.74
-47266,303.72
-47265,303.7
-47264,303.68
-47263,303.66
-47262,303.64
-47261,303.62
-47260,303.6
-47259,303.58
-47258,303.56
-47257,303.54
-47256,303.52
-47255,303.5
-47254,303.48
-47253,303.46
-47252,303.44
-47251,303.42
-47250,303.4
-47249,303.375
-47248,303.35
-47247,303.325
-47246,303.3
-47245,303.275
-47244,303.25
-47243,303.225
-47242,303.2
-47241,303.175
-47240,303.15
-47239,303.125
-47238,303.1
-47237,303.075
-47236,303.05
-47235,303.025
-47234,303
-47233,302.975
-47232,302.95
-47231,302.925
-47230,302.9
-47229,302.88
-47228,302.86
-47227,302.84
-47226,302.82
-47225,302.8
-47224,302.78
-47223,302.76
-47222,302.74
-47221,302.72
-47220,302.7
-47219,302.68
-47218,302.66
-47217,302.64
-47216,302.62
-47215,302.6
-47214,302.58
-47213,302.56
-47212,302.54
-47211,302.52
-47210,302.5
-47209,302.47
-47208,302.44
-47207,302.41
-47206,302.38
-47205,302.35
-47204,302.32
-47203,302.29
-47202,302.26
-47201,302.23
-47200,302.2
-47199,302.17
-47198,302.14
-47197,302.11
-47196,302.08
-47195,302.05
-47194,302.02
-47193,301.99
-47192,301.96
-47191,301.93
-47190,301.9
-47189,301.875
-47188,301.85
-47187,301.825
-47186,301.8
-47185,301.775
-47184,301.75
-47183,301.725
-47182,301.7
-47181,301.675
-47180,301.65
-47179,301.625
-47178,301.6
-47177,301.575
-47176,301.55
-47175,301.525
-47174,301.5
-47173,301.475
-47172,301.45
-47171,301.425
-47170,301.4
-47169,301.37
-47168,301.34
-47167,301.31
-47166,301.28
-47165,301.25
-47164,301.22
-47163,301.19
-47162,301.16
-47161,301.13
-47160,301.1
-47159,301.07
-47158,301.04
-47157,301.01
-47156,300.98
-47155,300.95
-47154,300.92
-47153,300.89
-47152,300.86
-47151,300.83
-47150,300.8
-47149,300.77
-47148,300.74
-47147,300.71
-47146,300.68
-47145,300.65
-47144,300.62
-47143,300.59
-47142,300.56
-47141,300.53
-47140,300.5
-47139,300.47
-47138,300.44
-47137,300.41
-47136,300.38
-47135,300.35
-47134,300.32
-47133,300.29
-47132,300.26
-47131,300.23
-47130,300.2
-47129,300.175
-47128,300.15
-47127,300.125
-47126,300.1
-47125,300.075
-47124,300.05
-47123,300.025
-47122,300
-47121,299.975
-47120,299.95
-47119,299.925
-47118,299.9
-47117,299.875
-47116,299.85
-47115,299.825
-47114,299.8
-47113,299.775
-47112,299.75
-47111,299.725
-47110,299.7
-47109,299.67
-47108,299.64
-47107,299.61
-47106,299.58
-47105,299.55
-47104,299.52
-47103,299.49
-47102,299.46
-47101,299.43
-47100,299.4
-47099,299.37
-47098,299.34
-47097,299.31
-47096,299.28
-47095,299.25
-47094,299.22
-47093,299.19
-47092,299.16
-47091,299.13
-47090,299.1
-47089,299.075
-47088,299.05
-47087,299.025
-47086,299
-47085,298.975
-47084,298.95
-47083,298.925
-47082,298.9
-47081,298.875
-47080,298.85
-47079,298.825
-47078,298.8
-47077,298.775
-47076,298.75
-47075,298.725
-47074,298.7
-47073,298.675
-47072,298.65
-47071,298.625
-47070,298.6
-47069,298.57
-47068,298.54
-47067,298.51
-47066,298.48
-47065,298.45
-47064,298.42
-47063,298.39
-47062,298.36
-47061,298.33
-47060,298.3
-47059,298.27
-47058,298.24
-47057,298.21
-47056,298.18
-47055,298.15
-47054,298.12
-47053,298.09
-47052,298.06
-47051,298.03
-47050,298
-47049,297.965
-47048,297.93
-47047,297.895
-47046,297.86
-47045,297.825
-47044,297.79
-47043,297.755
-47042,297.72
-47041,297.685
-47040,297.65
-47039,297.615
-47038,297.58
-47037,297.545
-47036,297.51
-47035,297.475
-47034,297.44
-47033,297.405
-47032,297.37
-47031,297.335
-47030,297.3
-47029,297.275
-47028,297.25
-47027,297.225
-47026,297.2
-47025,297.175
-47024,297.15
-47023,297.125
-47022,297.1
-47021,297.075
-47020,297.05
-47019,297.025
-47018,297
-47017,296.975
-47016,296.95
-47015,296.925
-47014,296.9
-47013,296.875
-47012,296.85
-47011,296.825
-47010,296.8
-47009,296.77
-47008,296.74
-47007,296.71
-47006,296.68
-47005,296.65
-47004,296.62
-47003,296.59
-47002,296.56
-47001,296.53
-47000,296.5
-46999,296.47
-46998,296.44
-46997,296.41
-46996,296.38
-46995,296.35
-46994,296.32
-46993,296.29
-46992,296.26
-46991,296.23
-46990,296.2
-46989,296.17
-46988,296.14
-46987,296.11
-46986,296.08
-46985,296.05
-46984,296.02
-46983,295.99
-46982,295.96
-46981,295.93
-46980,295.9
-46979,295.87
-46978,295.84
-46977,295.81
-46976,295.78
-46975,295.75
-46974,295.72
-46973,295.69
-46972,295.66
-46971,295.63
-46970,295.6
-46969,295.575
-46968,295.55
-46967,295.525
-46966,295.5
-46965,295.475
-46964,295.45
-46963,295.425
-46962,295.4
-46961,295.375
-46960,295.35
-46959,295.325
-46958,295.3
-46957,295.275
-46956,295.25
-46955,295.225
-46954,295.2
-46953,295.175
-46952,295.15
-46951,295.125
-46950,295.1
-46949,295.07
-46948,295.04
-46947,295.01
-46946,294.98
-46945,294.95
-46944,294.92
-46943,294.89
-46942,294.86
-46941,294.83
-46940,294.8
-46939,294.77
-46938,294.74
-46937,294.71
-46936,294.68
-46935,294.65
-46934,294.62
-46933,294.59
-46932,294.56
-46931,294.53
-46930,294.5
-46929,294.475
-46928,294.45
-46927,294.425
-46926,294.4
-46925,294.375
-46924,294.35
-46923,294.325
-46922,294.3
-46921,294.275
-46920,294.25
-46919,294.225
-46918,294.2
-46917,294.175
-46916,294.15
-46915,294.125
-46914,294.1
-46913,294.075
-46912,294.05
-46911,294.025
-46910,294
-46909,293.97
-46908,293.94
-46907,293.91
-46906,293.88
-46905,293.85
-46904,293.82
-46903,293.79
-46902,293.76
-46901,293.73
-46900,293.7
-46899,293.67
-46898,293.64
-46897,293.61
-46896,293.58
-46895,293.55
-46894,293.52
-46893,293.49
-46892,293.46
-46891,293.43
-46890,293.4
-46889,293.375
-46888,293.35
-46887,293.325
-46886,293.3
-46885,293.275
-46884,293.25
-46883,293.225
-46882,293.2
-46881,293.175
-46880,293.15
-46879,293.125
-46878,293.1
-46877,293.075
-46876,293.05
-46875,293.025
-46874,293
-46873,292.975
-46872,292.95
-46871,292.925
-46870,292.9
-46869,292.87
-46868,292.84
-46867,292.81
-46866,292.78
-46865,292.75
-46864,292.72
-46863,292.69
-46862,292.66
-46861,292.63
-46860,292.6
-46859,292.57
-46858,292.54
-46857,292.51
-46856,292.48
-46855,292.45
-46854,292.42
-46853,292.39
-46852,292.36
-46851,292.33
-46850,292.3
-46849,292.275
-46848,292.25
-46847,292.225
-46846,292.2
-46845,292.175
-46844,292.15
-46843,292.125
-46842,292.1
-46841,292.075
-46840,292.05
-46839,292.025
-46838,292
-46837,291.975
-46836,291.95
-46835,291.925
-46834,291.9
-46833,291.875
-46832,291.85
-46831,291.825
-46830,291.8
-46829,291.77
-46828,291.74
-46827,291.71
-46826,291.68
-46825,291.65
-46824,291.62
-46823,291.59
-46822,291.56
-46821,291.53
-46820,291.5
-46819,291.47
-46818,291.44
-46817,291.41
-46816,291.38
-46815,291.35
-46814,291.32
-46813,291.29
-46812,291.26
-46811,291.23
-46810,291.2
-46809,291.175
-46808,291.15
-46807,291.125
-46806,291.1
-46805,291.075
-46804,291.05
-46803,291.025
-46802,291
-46801,290.975
-46800,290.95
-46799,290.925
-46798,290.9
-46797,290.875
-46796,290.85
-46795,290.825
-46794,290.8
-46793,290.775
-46792,290.75
-46791,290.725
-46790,290.7
-46789,290.67
-46788,290.64
-46787,290.61
-46786,290.58
-46785,290.55
-46784,290.52
-46783,290.49
-46782,290.46
-46781,290.43
-46780,290.4
-46779,290.37
-46778,290.34
-46777,290.31
-46776,290.28
-46775,290.25
-46774,290.22
-46773,290.19
-46772,290.16
-46771,290.13
-46770,290.1
-46769,290.075
-46768,290.05
-46767,290.025
-46766,290
-46765,289.975
-46764,289.95
-46763,289.925
-46762,289.9
-46761,289.875
-46760,289.85
-46759,289.825
-46758,289.8
-46757,289.775
-46756,289.75
-46755,289.725
-46754,289.7
-46753,289.675
-46752,289.65
-46751,289.625
-46750,289.6
-46749,289.57
-46748,289.54
-46747,289.51
-46746,289.48
-46745,289.45
-46744,289.42
-46743,289.39
-46742,289.36
-46741,289.33
-46740,289.3
-46739,289.27
-46738,289.24
-46737,289.21
-46736,289.18
-46735,289.15
-46734,289.12
-46733,289.09
-46732,289.06
-46731,289.03
-46730,289
-46729,288.98
-46728,288.96
-46727,288.94
-46726,288.92
-46725,288.9
-46724,288.88
-46723,288.86
-46722,288.84
-46721,288.82
-46720,288.8
-46719,288.78
-46718,288.76
-46717,288.74
-46716,288.72
-46715,288.7
-46714,288.68
-46713,288.66
-46712,288.64
-46711,288.62
-46710,288.6
-46709,288.575
-46708,288.55
-46707,288.525
-46706,288.5
-46705,288.475
-46704,288.45
-46703,288.425
-46702,288.4
-46701,288.375
-46700,288.35
-46699,288.325
-46698,288.3
-46697,288.275
-46696,288.25
-46695,288.225
-46694,288.2
-46693,288.175
-46692,288.15
-46691,288.125
-46690,288.1
-46689,288.08
-46688,288.06
-46687,288.04
-46686,288.02
-46685,288
-46684,287.98
-46683,287.96
-46682,287.94
-46681,287.92
-46680,287.9
-46679,287.88
-46678,287.86
-46677,287.84
-46676,287.82
-46675,287.8
-46674,287.78
-46673,287.76
-46672,287.74
-46671,287.72
-46670,287.7
-46669,287.67
-46668,287.64
-46667,287.61
-46666,287.58
-46665,287.55
-46664,287.52
-46663,287.49
-46662,287.46
-46661,287.43
-46660,287.4
-46659,287.37
-46658,287.34
-46657,287.31
-46656,287.28
-46655,287.25
-46654,287.22
-46653,287.19
-46652,287.16
-46651,287.13
-46650,287.1
-46649,287.08
-46648,287.06
-46647,287.04
-46646,287.02
-46645,287
-46644,286.98
-46643,286.96
-46642,286.94
-46641,286.92
-46640,286.9
-46639,286.88
-46638,286.86
-46637,286.84
-46636,286.82
-46635,286.8
-46634,286.78
-46633,286.76
-46632,286.74
-46631,286.72
-46630,286.7
-46629,286.675
-46628,286.65
-46627,286.625
-46626,286.6
-46625,286.575
-46624,286.55
-46623,286.525
-46622,286.5
-46621,286.475
-46620,286.45
-46619,286.425
-46618,286.4
-46617,286.375
-46616,286.35
-46615,286.325
-46614,286.3
-46613,286.275
-46612,286.25
-46611,286.225
-46610,286.2
-46609,286.17
-46608,286.14
-46607,286.11
-46606,286.08
-46605,286.05
-46604,286.02
-46603,285.99
-46602,285.96
-46601,285.93
-46600,285.9
-46599,285.87
-46598,285.84
-46597,285.81
-46596,285.78
-46595,285.75
-46594,285.72
-46593,285.69
-46592,285.66
-46591,285.63
-46590,285.6
-46589,285.585
-46588,285.57
-46587,285.555
-46586,285.54
-46585,285.525
-46584,285.51
-46583,285.495
-46582,285.48
-46581,285.465
-46580,285.45
-46579,285.435
-46578,285.42
-46577,285.405
-46576,285.39
-46575,285.375
-46574,285.36
-46573,285.345
-46572,285.33
-46571,285.315
-46570,285.3
-46569,285.28
-46568,285.26
-46567,285.24
-46566,285.22
-46565,285.2
-46564,285.18
-46563,285.16
-46562,285.14
-46561,285.12
-46560,285.1
-46559,285.08
-46558,285.06
-46557,285.04
-46556,285.02
-46555,285
-46554,284.98
-46553,284.96
-46552,284.94
-46551,284.92
-46550,284.9
-46549,284.87
-46548,284.84
-46547,284.81
-46546,284.78
-46545,284.75
-46544,284.72
-46543,284.69
-46542,284.66
-46541,284.63
-46540,284.6
-46539,284.57
-46538,284.54
-46537,284.51
-46536,284.48
-46535,284.45
-46534,284.42
-46533,284.39
-46532,284.36
-46531,284.33
-46530,284.3
-46529,284.28
-46528,284.26
-46527,284.24
-46526,284.22
-46525,284.2
-46524,284.18
-46523,284.16
-46522,284.14
-46521,284.12
-46520,284.1
-46519,284.08
-46518,284.06
-46517,284.04
-46516,284.02
-46515,284
-46514,283.98
-46513,283.96
-46512,283.94
-46511,283.92
-46510,283.9
-46509,283.88
-46508,283.86
-46507,283.84
-46506,283.82
-46505,283.8
-46504,283.78
-46503,283.76
-46502,283.74
-46501,283.72
-46500,283.7
-46499,283.68
-46498,283.66
-46497,283.64
-46496,283.62
-46495,283.6
-46494,283.58
-46493,283.56
-46492,283.54
-46491,283.52
-46490,283.5
-46489,283.475
-46488,283.45
-46487,283.425
-46486,283.4
-46485,283.375
-46484,283.35
-46483,283.325
-46482,283.3
-46481,283.275
-46480,283.25
-46479,283.225
-46478,283.2
-46477,283.175
-46476,283.15
-46475,283.125
-46474,283.1
-46473,283.075
-46472,283.05
-46471,283.025
-46470,283
-46469,282.98
-46468,282.96
-46467,282.94
-46466,282.92
-46465,282.9
-46464,282.88
-46463,282.86
-46462,282.84
-46461,282.82
-46460,282.8
-46459,282.78
-46458,282.76
-46457,282.74
-46456,282.72
-46455,282.7
-46454,282.68
-46453,282.66
-46452,282.64
-46451,282.62
-46450,282.6
-46449,282.58
-46448,282.56
-46447,282.54
-46446,282.52
-46445,282.5
-46444,282.48
-46443,282.46
-46442,282.44
-46441,282.42
-46440,282.4
-46439,282.38
-46438,282.36
-46437,282.34
-46436,282.32
-46435,282.3
-46434,282.28
-46433,282.26
-46432,282.24
-46431,282.22
-46430,282.2
-46429,282.18
-46428,282.16
-46427,282.14
-46426,282.12
-46425,282.1
-46424,282.08
-46423,282.06
-46422,282.04
-46421,282.02
-46420,282
-46419,281.98
-46418,281.96
-46417,281.94
-46416,281.92
-46415,281.9
-46414,281.88
-46413,281.86
-46412,281.84
-46411,281.82
-46410,281.8
-46409,281.78
-46408,281.76
-46407,281.74
-46406,281.72
-46405,281.7
-46404,281.68
-46403,281.66
-46402,281.64
-46401,281.62
-46400,281.6
-46399,281.58
-46398,281.56
-46397,281.54
-46396,281.52
-46395,281.5
-46394,281.48
-46393,281.46
-46392,281.44
-46391,281.42
-46390,281.4
-46389,281.375
-46388,281.35
-46387,281.325
-46386,281.3
-46385,281.275
-46384,281.25
-46383,281.225
-46382,281.2
-46381,281.175
-46380,281.15
-46379,281.125
-46378,281.1
-46377,281.075
-46376,281.05
-46375,281.025
-46374,281
-46373,280.975
-46372,280.95
-46371,280.925
-46370,280.9
-46369,280.88
-46368,280.86
-46367,280.84
-46366,280.82
-46365,280.8
-46364,280.78
-46363,280.76
-46362,280.74
-46361,280.72
-46360,280.7
-46359,280.68
-46358,280.66
-46357,280.64
-46356,280.62
-46355,280.6
-46354,280.58
-46353,280.56
-46352,280.54
-46351,280.52
-46350,280.5
-46349,280.48
-46348,280.46
-46347,280.44
-46346,280.42
-46345,280.4
-46344,280.38
-46343,280.36
-46342,280.34
-46341,280.32
-46340,280.3
-46339,280.28
-46338,280.26
-46337,280.24
-46336,280.22
-46335,280.2
-46334,280.18
-46333,280.16
-46332,280.14
-46331,280.12
-46330,280.1
-46329,280.075
-46328,280.05
-46327,280.025
-46326,280
-46325,279.975
-46324,279.95
-46323,279.925
-46322,279.9
-46321,279.875
-46320,279.85
-46319,279.825
-46318,279.8
-46317,279.775
-46316,279.75
-46315,279.725
-46314,279.7
-46313,279.675
-46312,279.65
-46311,279.625
-46310,279.6
-46309,279.585
-46308,279.57
-46307,279.555
-46306,279.54
-46305,279.525
-46304,279.51
-46303,279.495
-46302,279.48
-46301,279.465
-46300,279.45
-46299,279.435
-46298,279.42
-46297,279.405
-46296,279.39
